timestamp,label
34.56170701980591,Hi-Hat
34.72827506065369,Hi-Hat
34.96368908882141,Hi-Hat
35.194398164749146,Hi-Hat
35.422277212142944,Hi-Hat
35.65615200996399,Hi-Hat
35.926177978515625,Hi-Hat
36.1607871055603,Hi-Hat
36.42802309989929,Hi-Hat
36.624212980270386,Hi-Hat
36.82861614227295,Hi-Hat
37.028263092041016,Hi-Hat
37.198400020599365,Hi-Hat
37.49535608291626,Snare
37.5112521648407,Hi-Hat
37.6891770362854,Hi-Hat
37.9897141456604,Hi-Hat
38.212756872177124,Hi-Hat
38.51482892036438,Hi-Hat
38.68932294845581,Hi-Hat
38.97793006896973,Hi-Hat
39.178369998931885,Hi-Hat
39.4760160446167,Snare
39.49384427070618,Hi-Hat
39.71300292015076,Hi-Hat
39.9934298992157,Hi-Hat
40.2220561504364,Hi-Hat
40.49014401435852,Hi-Hat
40.67498517036438,Hi-Hat
40.94817519187927,Hi-Hat
41.292640924453735,Hi-Hat
41.54393911361694,Hi-Hat
41.780158281326294,Hi-Hat
42.0494499206543,Hi-Hat
42.26663327217102,Hi-Hat
42.515443086624146,Hi-Hat
42.744848012924194,Hi-Hat
42.96193814277649,Hi-Hat
43.17936825752258,Hi-Hat
43.36050295829773,Hi-Hat
43.612399101257324,Snare
43.62868118286133,Hi-Hat
43.79505109786987,Hi-Hat
44.07960796356201,Hi-Hat
44.296226978302,Hi-Hat
44.54800820350647,Hi-Hat
44.745742082595825,Hi-Hat
45.02735209465027,Hi-Hat
45.23134708404541,Hi-Hat
45.5478310585022,Snare
45.564582109451294,Hi-Hat
45.77632212638855,Hi-Hat
46.05038404464722,Hi-Hat
46.2675199508667,Hi-Hat
46.54798722267151,Hi-Hat
46.7656512260437,Hi-Hat
47.029630184173584,Hi-Hat
47.248246908187866,Hi-Hat
47.549660205841064,Snare
47.56298112869263,Hi-Hat
47.795979022979736,Hi-Hat
48.049840211868286,Hi-Hat
48.29660201072693,Hi-Hat
48.596323013305664,Snare
48.61493110656738,Hi-Hat
48.884414196014404,Hi-Hat
48.98382830619812,Snare
49.24686622619629,Hi-Hat
49.581974029541016,Hi-Hat
49.80177712440491,Hi-Hat
49.81518197059631,Snare
50.0495400428772,Hi-Hat
50.09636402130127,Snare
50.314834117889404,Hi-Hat
50.67715501785278,Hi-Hat
51.08526301383972,Hi-Hat
51.29607915878296,Hi-Hat
51.61790204048157,Snare
51.630232095718384,Hi-Hat
51.863476037979126,Hi-Hat
52.13514995574951,Hi-Hat
52.332900047302246,Hi-Hat
52.6324360370636,Hi-Hat
52.81506395339966,Hi-Hat
53.11647987365723,Hi-Hat
53.31758713722229,Hi-Hat
53.61552929878235,Snare
53.633583068847656,Hi-Hat
53.86362314224243,Hi-Hat
54.1163010597229,Hi-Hat
54.33049011230469,Hi-Hat
54.61724305152893,Hi-Hat
54.83225607872009,Hi-Hat
55.08818006515503,Hi-Hat
55.36553502082825,Hi-Hat
55.612667083740234,Snare
55.66412115097046,Hi-Hat
55.878844022750854,Hi-Hat
56.13570713996887,Hi-Hat
56.36639094352722,Hi-Hat
56.62781095504761,Hi-Hat
56.883973121643066,Hi-Hat
57.116706132888794,Hi-Hat
57.369131088256836,Hi-Hat
57.67979311943054,Hi-Hat
57.696943044662476,Snare
58.05096507072449,Hi-Hat
58.21963405609131,Hi-Hat
58.435874938964844,Hi-Hat
58.66669797897339,Hi-Hat
58.916306257247925,Hi-Hat
59.11870789527893,Hi-Hat
59.41962790489197,Hi-Hat
59.6518919467926,Hi-Hat
59.667809009552,Snare
59.88592314720154,Hi-Hat
60.15160012245178,Hi-Hat
60.36567497253418,Hi-Hat
60.64952325820923,Hi-Hat
60.88034105300903,Hi-Hat
61.15421104431152,Hi-Hat
61.388633012771606,Hi-Hat
61.649596214294434,Snare
61.70509624481201,Hi-Hat
61.91988015174866,Hi-Hat
62.16972899436951,Hi-Hat
62.38568115234375,Hi-Hat
62.66617488861084,Hi-Hat
62.885921001434326,Hi-Hat
63.1523871421814,Hi-Hat
63.38493895530701,Hi-Hat
63.65268015861511,Snare
63.66714906692505,Hi-Hat
63.919366121292114,Hi-Hat
64.16730427742004,Hi-Hat
64.3905782699585,Hi-Hat
64.70446419715881,Hi-Hat
64.95056819915771,Hi-Hat
65.20238518714905,Hi-Hat
65.43772625923157,Hi-Hat
65.66382002830505,Hi-Hat
66.01769590377808,Hi-Hat
66.23613214492798,Hi-Hat
66.46663022041321,Hi-Hat
66.70171809196472,Hi-Hat
66.95244407653809,Hi-Hat
