timestamp,label
11.517693996429443,Hi-Hat
11.698698043823242,Hi-Hat
11.868451833724976,Hi-Hat
12.068944931030273,Hi-Hat
12.25069284439087,Hi-Hat
12.283898830413818,Snare
12.47963285446167,Hi-Hat
12.630325078964233,Hi-Hat
12.851923942565918,Hi-Hat
13.031961917877197,Hi-Hat
13.198237895965576,Hi-Hat
13.402570962905884,Hi-Hat
13.562403917312622,Hi-Hat
13.765349864959717,Snare
13.785014152526855,Hi-Hat
13.967299222946167,Hi-Hat
14.13288402557373,Hi-Hat
14.318209171295166,Hi-Hat
14.482277870178223,Hi-Hat
14.651741027832031,Hi-Hat
14.852645874023438,Hi-Hat
15.055378913879395,Hi-Hat
15.254928827285767,Hi-Hat
15.266219139099121,Snare
15.45407485961914,Hi-Hat
15.618382930755615,Hi-Hat
15.818197011947632,Hi-Hat
15.982853889465332,Hi-Hat
16.185544967651367,Hi-Hat
16.317123889923096,Hi-Hat
16.366687059402466,Snare
16.518256902694702,Hi-Hat
16.684734106063843,Hi-Hat
16.816643953323364,Snare
16.83309292793274,Hi-Hat
17.016809940338135,Hi-Hat
17.199333906173706,Hi-Hat
17.353549003601074,Hi-Hat
17.519641876220703,Hi-Hat
17.68268084526062,Hi-Hat
17.88558292388916,Hi-Hat
18.049499034881592,Hi-Hat
18.2498459815979,Hi-Hat
18.26750111579895,Snare
18.450286149978638,Hi-Hat
18.620731830596924,Hi-Hat
18.819172859191895,Hi-Hat
18.986737966537476,Hi-Hat
19.186641931533813,Hi-Hat
19.368503093719482,Hi-Hat
19.58555507659912,Hi-Hat
19.75445795059204,Snare
19.76855993270874,Hi-Hat
19.95189619064331,Hi-Hat
20.12120294570923,Hi-Hat
20.321748971939087,Hi-Hat
20.48487877845764,Hi-Hat
20.689883947372437,Hi-Hat
20.88437509536743,Hi-Hat
21.05469012260437,Hi-Hat
21.200046062469482,Snare
21.22266697883606,Hi-Hat
21.418855905532837,Hi-Hat
21.618990182876587,Hi-Hat
21.78683090209961,Hi-Hat
21.986759901046753,Hi-Hat
22.170140981674194,Hi-Hat
22.33651900291443,Hi-Hat
22.38965606689453,Snare
22.58372402191162,Hi-Hat
22.77064299583435,Hi-Hat
22.82187294960022,Snare
22.968005895614624,Hi-Hat
23.155137062072754,Hi-Hat
23.352574110031128,Hi-Hat
23.553441047668457,Tom1
23.722951889038086,Hi-Hat
23.907569885253906,Hi-Hat
24.10796809196472,Hi-Hat
24.29322910308838,Hi-Hat
24.30074191093445,Snare
24.504231929779053,Hi-Hat
24.652856826782227,Hi-Hat
24.857183933258057,Hi-Hat
25.05620789527893,Hi-Hat
25.2220401763916,Hi-Hat
25.4088351726532,Hi-Hat
25.587305068969727,Hi-Hat
25.75784707069397,Hi-Hat
25.805088996887207,Snare
25.951277017593384,Hi-Hat
26.140536785125732,Hi-Hat
26.336843013763428,Hi-Hat
26.508543014526367,Hi-Hat
26.69136381149292,Hi-Hat
26.85734987258911,Hi-Hat
27.02318286895752,Hi-Hat
27.257094860076904,Hi-Hat
27.269893884658813,Snare
27.44194197654724,Hi-Hat
27.603473901748657,Hi-Hat
27.788480043411255,Hi-Hat
27.957749128341675,Hi-Hat
28.140661001205444,Hi-Hat
28.307830095291138,Snare
28.33826994895935,Hi-Hat
28.55734086036682,Hi-Hat
28.726550102233887,Hi-Hat
28.806146144866943,Snare
28.869762182235718,Hi-Hat
29.056281805038452,Hi-Hat
29.207984924316406,Hi-Hat
29.4100821018219,Hi-Hat
29.53963589668274,Hi-Hat
29.74131989479065,Hi-Hat
29.9408278465271,Hi-Hat
30.137091875076294,Hi-Hat
30.22699284553528,Snare
30.340667009353638,Hi-Hat
30.50514578819275,Hi-Hat
30.71143102645874,Hi-Hat
30.91982102394104,Hi-Hat
31.076323986053467,Hi-Hat
31.2747540473938,Hi-Hat
31.44023823738098,Hi-Hat
31.708197832107544,Hi-Hat
31.724703073501587,Snare
31.873622179031372,Hi-Hat
32.120803117752075,Hi-Hat
32.29010319709778,Hi-Hat
32.47509002685547,Hi-Hat
32.65437197685242,Hi-Hat
32.83902287483215,Hi-Hat
33.00811195373535,Hi-Hat
33.245262145996094,Hi-Hat
33.25786805152893,Snare
33.441503047943115,Hi-Hat
33.608546018600464,Hi-Hat
33.78960704803467,Hi-Hat
33.976438999176025,Hi-Hat
34.15807390213013,Hi-Hat
34.30763387680054,Hi-Hat
34.50732398033142,Hi-Hat
34.6564040184021,Hi-Hat
34.79041004180908,Snare
34.84102988243103,Hi-Hat
35.057981967926025,Hi-Hat
35.258196115493774,Hi-Hat
35.42525601387024,Hi-Hat
35.63541293144226,Hi-Hat
35.841938972473145,Hi-Hat
36.042606830596924,Hi-Hat
36.259082078933716,Hi-Hat
36.50967311859131,Hi-Hat
36.67654514312744,Hi-Hat
36.894912004470825,Hi-Hat
37.0795111656189,Hi-Hat
37.26024913787842,Hi-Hat
37.45710277557373,Hi-Hat
37.65603303909302,Hi-Hat
37.79602098464966,Snare
37.822096824645996,Hi-Hat
38.009660959243774,Hi-Hat
38.177396059036255,Hi-Hat
38.3410370349884,Hi-Hat
38.544034004211426,Hi-Hat
38.69574999809265,Hi-Hat
38.857523918151855,Hi-Hat
39.025383949279785,Hi-Hat
39.21430206298828,Hi-Hat
39.22998404502869,Snare
39.41125416755676,Hi-Hat
39.59186100959778,Hi-Hat
39.75767207145691,Hi-Hat
39.94457697868347,Hi-Hat
40.179407835006714,Hi-Hat
40.34536099433899,Hi-Hat
40.493951082229614,Snare
40.5285439491272,Hi-Hat
40.762364864349365,Hi-Hat
40.87563610076904,Snare
40.892168045043945,Hi-Hat
41.058902978897095,Hi-Hat
41.257485151290894,Hi-Hat
41.445677042007446,Hi-Hat
41.64568305015564,Hi-Hat
41.847339153289795,Hi-Hat
42.04413604736328,Hi-Hat
42.23068404197693,Hi-Hat
42.244322061538696,Snare
42.42595195770264,Hi-Hat
42.60904097557068,Hi-Hat
42.78999996185303,Hi-Hat
42.97597813606262,Hi-Hat
43.142794132232666,Hi-Hat
43.34107494354248,Hi-Hat
43.51155686378479,Hi-Hat
43.71225190162659,Hi-Hat
43.7319061756134,Snare
43.91259288787842,Hi-Hat
44.11144709587097,Hi-Hat
44.298388957977295,Hi-Hat
44.46042490005493,Hi-Hat
44.679924964904785,Hi-Hat
44.84396815299988,Hi-Hat
45.01364517211914,Hi-Hat
45.21434712409973,Hi-Hat
45.23755097389221,Snare
45.362709045410156,Hi-Hat
45.54624104499817,Hi-Hat
45.744818925857544,Hi-Hat
45.92373514175415,Hi-Hat
46.111149072647095,Hi-Hat
46.246418952941895,Snare
46.27917003631592,Hi-Hat
46.514135122299194,Hi-Hat
46.713011026382446,Hi-Hat
46.94392514228821,Hi-Hat
47.13198709487915,Hi-Hat
47.29676914215088,Tom1
47.48267078399658,Tom2
47.49445605278015,Tom1
47.75993609428406,Tom1
